type,description,severity,location.type,location.coordinates,reportedAt,verified
other,Miscellaneous safety concern reported,5,Point,"[77.302498, 28.385881]",27-01-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.066297, 28.491346]",19-11-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.453995, 28.703648]",07-09-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.411645, 28.629627]",25-02-2025 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.173656, 28.654113]",23-03-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.448838, 28.666164]",01-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.374371, 28.543692]",24-02-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.041087, 28.454334]",22-01-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.219166, 28.634462]",17-05-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.236878, 28.5768]",03-04-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.454485, 28.634433]",21-12-2022 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.366525, 28.368366]",07-06-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.358476, 28.52115]",02-02-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.057121, 28.48582]",04-04-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.280484, 28.405668]",30-04-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.298509, 28.413631]",16-03-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.018102, 28.422168]",01-04-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.418498, 28.707978]",05-12-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.213383, 28.591988]",16-05-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.229462, 28.662963]",08-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.424132, 28.515173]",04-01-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.335818, 28.435747]",24-08-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[76.99655, 28.450409]",28-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.076437, 28.445252]",17-07-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.062759, 28.436756]",02-04-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.490995, 28.68976]",22-02-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.24639, 28.642562]",23-03-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.005977, 28.42833]",06-04-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.341561, 28.528682]",16-09-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.498623, 28.622957]",25-03-2024 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.245333, 28.622699]",11-04-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.371885, 28.512269]",18-04-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.472843, 28.710659]",14-06-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.005957, 28.460307]",21-12-2022 13:24,TRUE
theft,Reported theft case,3,Point,"[77.192346, 28.634469]",09-08-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.471064, 28.714827]",15-05-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.018326, 28.46036]",08-04-2025 13:24,TRUE
theft,Reported theft case,3,Point,"[77.299686, 28.432765]",04-03-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.190386, 28.650747]",13-07-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.403921, 28.552184]",29-11-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.486899, 28.714635]",15-07-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.231083, 28.607787]",07-07-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.320289, 28.385861]",27-10-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.064313, 28.440129]",22-05-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.46259, 28.714238]",17-07-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.323342, 28.417294]",26-01-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.278858, 28.372993]",08-03-2025 13:24,FALSE
theft,Reported theft case,4,Point,"[77.389653, 28.549702]",22-12-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.067351, 28.462267]",03-03-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.417271, 28.516122]",12-12-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.361534, 28.429834]",04-03-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.179861, 28.578396]",29-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.161456, 28.639089]",09-04-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.007661, 28.467531]",26-10-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.389472, 28.58312]",29-12-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.425783, 28.531182]",27-09-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.012293, 28.454607]",11-02-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.339759, 28.440634]",09-02-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.430548, 28.667075]",25-07-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.186758, 28.641964]",12-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.35951, 28.579154]",22-07-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.300578, 28.433309]",18-09-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.291863, 28.430727]",06-07-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.489344, 28.636914]",01-02-2025 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.444269, 28.672088]",01-05-2025 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.009259, 28.48113]",03-02-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.387623, 28.578601]",04-08-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.410368, 28.529531]",05-01-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.303304, 28.389204]",16-12-2022 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.4275, 28.497363]",23-06-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.188105, 28.646045]",11-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.428443, 28.498264]",10-12-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.408651, 28.663597]",20-02-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.274631, 28.364764]",10-05-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.437678, 28.487758]",05-09-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.370692, 28.544693]",19-02-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.425601, 28.516001]",20-03-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.047543, 28.454078]",20-11-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.055181, 28.424058]",18-01-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.278489, 28.399442]",25-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.012536, 28.432794]",18-05-2025 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.439929, 28.685563]",12-10-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.431255, 28.493903]",17-04-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.072941, 28.420862]",03-07-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.003694, 28.425887]",08-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.381118, 28.523019]",21-06-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.424225, 28.520465]",06-01-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.029636, 28.468612]",14-02-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.165815, 28.623121]",02-02-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.289659, 28.430532]",07-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.319393, 28.412394]",05-02-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.177478, 28.631338]",02-10-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[76.996774, 28.43349]",05-01-2025 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.414196, 28.558087]",08-01-2025 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.470211, 28.714073]",06-02-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.004434, 28.417856]",21-04-2025 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.24864, 28.663345]",20-02-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.248616, 28.643477]",02-12-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.241146, 28.622529]",11-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.042161, 28.460008]",31-10-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.415255, 28.527516]",13-12-2022 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.286137, 28.363367]",27-10-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.219557, 28.579699]",05-09-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[76.996895, 28.469671]",22-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.312366, 28.411091]",15-08-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.039784, 28.429543]",21-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.214381, 28.632749]",09-05-2025 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.023665, 28.479847]",27-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.036008, 28.464349]",19-12-2022 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.347365, 28.361704]",07-03-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.201525, 28.580367]",05-06-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.342337, 28.540449]",12-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.366964, 28.453133]",09-11-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.298209, 28.407755]",22-09-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.395862, 28.576137]",24-09-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[76.989428, 28.449816]",13-04-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[76.981301, 28.411172]",25-02-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.424878, 28.546134]",09-09-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.448553, 28.675891]",12-09-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.417149, 28.540745]",28-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.037681, 28.440265]",14-12-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.304976, 28.419882]",08-12-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[76.984113, 28.42098]",04-07-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.073987, 28.498481]",03-05-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.410951, 28.494212]",28-08-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.270694, 28.423411]",27-05-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.284915, 28.449888]",03-05-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.40695, 28.66235]",14-06-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.201923, 28.581023]",07-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.36533, 28.3657]",16-07-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.387055, 28.566889]",20-10-2024 13:24,FALSE
theft,Reported theft case,4,Point,"[77.358385, 28.500188]",11-11-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.195866, 28.658399]",18-06-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.217715, 28.601302]",06-04-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.316937, 28.376335]",31-08-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.187361, 28.626859]",28-06-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.250417, 28.662201]",20-03-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.181565, 28.590384]",10-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.201274, 28.618276]",05-03-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.408706, 28.64972]",06-08-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.036977, 28.447812]",23-03-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.356423, 28.514717]",10-12-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.390794, 28.506451]",05-02-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.40512, 28.662206]",25-07-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.02265, 28.417443]",12-10-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.235479, 28.658436]",08-02-2025 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.213101, 28.65098]",14-12-2022 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.021535, 28.467338]",12-01-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.165078, 28.616982]",13-01-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.010846, 28.458052]",13-04-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[76.998279, 28.44685]",22-12-2022 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.415407, 28.517428]",25-02-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.206878, 28.568822]",24-07-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.501887, 28.692733]",29-03-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.069749, 28.480852]",11-09-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.176461, 28.645751]",26-06-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.404399, 28.522894]",18-11-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.183706, 28.645903]",08-04-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.330004, 28.424216]",04-08-2024 13:24,TRUE
theft,Reported theft case,2,Point,"[77.36247, 28.502395]",03-08-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.002987, 28.481323]",05-08-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.201348, 28.595662]",02-07-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.036133, 28.497493]",14-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.011532, 28.477822]",30-10-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.071258, 28.423089]",01-01-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[77.318152, 28.452852]",08-02-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.494815, 28.670924]",01-07-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.287959, 28.42551]",18-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.410491, 28.678518]",15-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.503141, 28.619848]",18-02-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.059381, 28.424705]",06-09-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.178759, 28.600519]",01-05-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.202605, 28.584726]",29-01-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.500626, 28.629599]",26-06-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.350899, 28.443545]",11-10-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.410549, 28.541901]",09-06-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.232573, 28.612288]",11-11-2023 13:24,TRUE
